Sentence,Label,prob_0,prob_1,Prediction
"the film 's 45-minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen .",0,0.85993713,0.14006287,0
"collateral damage is , despite its alleged provocation post-9 \/ 11 ### , an antique , in the end .",0,0.9862975,0.0137024885,0
even those of a single digit age will be able to recognize that this story is too goofy ... even for disney .,0,0.992012,0.007987957,0
bubba ho-tep is a wonderful film with a bravura lead performance by bruce campbell that does n't deserve to leave the building until everyone is aware of it .,1,0.0006095171,0.9993905,1
"the movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel .",0,0.99834883,0.0016511831,0
"hilarious , touching and wonderfully dyspeptic .",1,0.0007904768,0.9992095,1
"it is a film that will have people walking out halfway through , will encourage others to stand up and applaud , and will , undoubtedly , leave both camps engaged in a ferocious debate for years to come .",1,0.0006971359,0.99930286,1
a cumbersome and cliche-ridden movie greased with every emotional device known to man .,0,0.9956912,0.004308817,0
"a comprehensive and provocative film -- one that pushes the boundaries of biography , and challenges its audience .",1,0.0005851984,0.9994148,1
"despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style .",0,0.99729705,0.00270298,0
"the character is too forced and overwritten to be funny or believable much of the time , and clayburgh does n't always improve the over-the-top mix .",0,0.99858135,0.0014186408,0
this version incarnates the prophetic book in a way even its exacting author might admire .,1,0.0030403137,0.9969597,1
"herzog is obviously looking for a moral to his fable , but the notion that a strong , unified showing among germany and eastern european jews might have changed 20th-century history is undermined by ahola 's inadequate performance .",0,0.99490273,0.0050972686,0
"the performances are so leaden , michael rymer 's direction is so bloodless and the dialogue is so corny that the audience laughs out loud .",0,0.99782443,0.0021755768,0
"a thoughtful , provocative , insistently humanizing film .",1,0.00084519386,0.9991548,1
the movie bounces all over the map .,0,0.014338434,0.98566157,1
a frustrating combination of strained humor and heavy-handed sentimentality .,0,0.9962726,0.003727399,0
"it 's traditional moviemaking all the way , but it 's done with a lot of careful period attention as well as some very welcome wit .",1,0.000910759,0.99908924,1
it 's as close as we 'll ever come to looking through a photographer 's viewfinder as he works .,1,0.017147481,0.9828525,1
"the film is all a little lit crit 101 ### , but it 's extremely well played and often very funny .",1,0.00079768896,0.9992023,1
"de oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , film whose bittersweet themes are reinforced and brilliantly personified by michel piccoli .",1,0.0011131167,0.9988869,1
"funny and , at times , poignant , the film from director george hickenlooper all takes place in pasadena , `` a city where people still read . ''",1,0.0019215345,0.99807847,1
"too loud , too long and too frantic by half , die another day suggests that the bond franchise has run into a creative wall that 007 can not fly over , tunnel under or barrel through .",0,0.99699247,0.0030075526,0
"the film is itself a sort of cinematic high crime , one that brings military courtroom dramas down very , very low .",0,0.46881467,0.5311853,1
fuller would surely have called this gutsy and at times exhilarating movie a great yarn .,1,0.0016409755,0.998359,1
a long slog for anyone but the most committed pokemon fan .,0,0.975073,0.024927024,0
"though avary has done his best to make something out of ellis ' nothing novel , in the end , his rules is barely worth following .",0,0.9989081,0.0010918695,0
this idea has lost its originality ... and neither star appears very excited at rehashing what was basically a one-joke picture .,0,0.9990922,0.00090776547,0
little more than a frothy vanity project .,0,0.99881065,0.0011893298,0
"a depressing confirmation of everything those of us who do n't object to the description `` unelected '' have suspected all along : george w. bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide .",0,0.9967572,0.0032427977,0
an enchanting film that presents an audacious tour of the past and takes within its warm embrace the bounties of cultural artifacts inside st. petersburg 's hermitage museum .,1,0.0006286502,0.99937135,1
the new guy does have a heart .,1,0.00088614225,0.99911386,1
screenwriters scott abbott and michael petroni have turned rice 's complex akasha into a cartoon monster .,0,0.19122803,0.80877197,1
nolan bravely treads where few american films dare to delve -- into the world of ambivalence and ambiguity ...,1,0.0008575916,0.9991424,1
few films this year have been as resolute in their emotional nakedness .,1,0.0103004575,0.98969954,1
"i did n't laugh at the ongoing efforts of cube , and his skinny buddy mike epps , to make like laurel and hardy 'n the hood .",0,0.97170115,0.028298832,0
"the streets , shot by cinematographer michael ballhaus , may be as authentic as they are mean , but it is nearly impossible to care about what happens on them .",0,0.99464107,0.0053589307,0
"if you 're looking for comedy to be served up , better look elsewhere .",0,0.99701786,0.0029821098,0
the movie makes absolutely no sense .,0,0.9987239,0.0012760521,0
"it extends the writings of jean genet and john rechy , the films of fassbinder , perhaps even the nocturnal works of goya .",1,0.008221984,0.991778,1
"edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery .",1,0.0012807846,0.9987192,1
"this ecologically minded , wildlife friendly film teaches good ethics while entertaining with its unconventionally wacky but loving family",1,0.0009275675,0.99907243,1
almost everything else is wan .,0,0.9854701,0.014529883,0
"as hugh grant says repeatedly throughout the movie , ` lovely !",1,0.0016627312,0.99833727,1
it never fails to engage us .,1,0.0008209348,0.99917907,1
"only an epic documentary could get it all down , and spike lee 's jim brown : all american at long last gives its subject a movie worthy of his talents .",1,0.0040932894,0.9959067,1
"shadyac shoots his film like an m. night shyamalan movie , and he frequently maintains the same snail 's pace ; he just forgot to add any genuine tension .",0,0.9952422,0.0047578323,0
"waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .",1,0.001392901,0.9986071,1
"i complain all the time about seeing the same ideas repeated in films over and over again , but the bourne identity proves that a fresh take is always possible .",1,0.0034457445,0.99655426,1
"the stupidest , most insulting movie of 2002 's first quarter .",0,0.9985519,0.0014480787,0
no more .,0,0.9152378,0.084762216,0
-lrb- newton -rrb- wanders through charlie completely unaware she needs to show some presence and star quality .,0,0.86986876,0.13013123,0
i did n't believe for a moment in these villains or their plot .,0,0.9822363,0.01776366,0
a tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man 's tortured soul .,1,0.0036991835,0.9963008,1
an original gem about an obsession with time .,1,0.0006636977,0.9993363,1
"she lists ingredients , but never mixes and stirs .",0,0.8711047,0.12889527,0
"none of this violates the letter of behan 's book , but missing is its spirit , its ribald , full-throated humor .",0,0.89318377,0.106816225,0
"a journey through memory , a celebration of living , and a sobering rumination on fatality , classism , and ignorance .",1,0.0015902519,0.99840975,1
this is art paying homage to art .,1,0.0024840832,0.9975159,1
happily for mr. chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .,1,0.0033077002,0.9966923,1
"makes s&m seem very romantic , and maggie gyllenhaal is a delight .",1,0.0004556775,0.9995443,1
"like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike .",0,0.9893958,0.010604214,0
it has the courage to wonder about big questions with sincerity and devotion .,1,0.00073987246,0.9992601,1
"in the second half of the film , frei 's control loosens in direct proportion to the amount of screen time he gives nachtwey for self-analysis .",0,0.042165518,0.9578345,1
"the year 's happiest surprise , a movie that deals with a real subject in an always surprising way .",1,0.0009046793,0.9990953,1
"an intelligent , moving and invigorating film .",1,0.0005517602,0.99944824,1
"daring , mesmerizing and exceedingly hard to forget .",1,0.0006348491,0.99936515,1
... as the story congeals you feel the pieces of the star wars saga falling into place in a way that makes your spine tingle with revelation and excitement .,1,0.000890553,0.99910945,1
never -lrb- sinks -rrb- into exploitation .,1,0.012518942,0.98748106,1
"leaves you with a knot in your stomach , its power is undercut by its own head-banging obviousness .",0,0.9898104,0.010189615,0
the cast is so low-wattage that none of the characters comes off as big ... and the setting remains indistinct .,0,0.99848217,0.0015178467,0
"a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience .",1,0.0005553365,0.99944466,1
"it 's hard not to be seduced by -lrb- witherspoon 's -rrb- charisma , even in this run-of-the-mill vehicle , because this girl knows how to drive it to the max .",1,0.0016149282,0.9983851,1
"glib , satirical documentary that fudges facts , makes facile points and engages in the cinematic equivalent of tabloid journalism .",0,0.80546933,0.19453065,0
"with the film 's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved .",1,0.14795679,0.8520432,1
you 'll have more fun setting fire to yourself in the parking lot .,0,0.75930005,0.24069993,0
"foster nails the role , giving a tight , focused performance illuminated by shards of feeling .",1,0.0006891489,0.99931085,1
"it dares to be a little different , and that shading is what makes it worthwhile .",1,0.0006532073,0.9993468,1
fear dot com is so rambling and disconnected it never builds any suspense .,0,0.9980248,0.0019751582,0
tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth .,1,0.0014334321,0.99856657,1
this is carion 's debut feature but his script and direction hums with a confidence that many spend entire careers trying to reach .,1,0.0018310547,0.99816895,1
"an elegant , exquisitely modulated psychological thriller .",1,0.00079888105,0.9992011,1
"stars matthew perry and elizabeth hurley illicit more than a chuckle , and more jokes land than crash , but ultimately serving sara does n't distinguish itself from the herd .",0,0.9965136,0.0034864051,0
"hey , who else needs a shower ?",0,0.9812931,0.018706936,0
but even a hero can stumble sometimes .,0,0.8732282,0.12677181,0
the tone shifts abruptly from tense to celebratory to soppy .,0,0.97872955,0.02127047,0
moore 's performance impresses almost as much as her work with haynes in 1995 's safe .,1,0.0031353831,0.9968646,1
not even the hanson brothers can save it,0,0.94766074,0.05233927,0
"a picture that extols the virtues of comradeship and community in a spunky , spirited fashion .",1,0.0006633401,0.99933666,1
"too bad , but thanks to some lovely comedic moments and several fine performances , it 's not a total loss .",1,0.0019099116,0.9980901,1
"his characters are engaging , intimate and the dialogue is realistic and greatly moving .",1,0.00071686506,0.99928313,1
"now trimmed by about 20 ### minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism .",1,0.0016360879,0.9983639,1
an imaginative comedy\/thriller .,1,0.0005633235,0.9994367,1
"technically , the film is about as interesting as an insurance commercial .",0,0.9974676,0.0025324356,0
the only thing in pauline and paulette that you have n't seen before is a scene featuring a football field-sized oriental rug crafted out of millions of vibrant flowers .,0,0.0280841,0.9719159,1
offers enough playful fun to entertain the preschool set while embracing a wholesome attitude .,1,0.0008738637,0.99912614,1
"there are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i liked its heart and its spirit .",1,0.014711976,0.985288,1
"for anyone who grew up on disney 's 1950 ### treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor .",0,0.99856466,0.0014353304,0
... an inviting piece of film .,1,0.00064224005,0.99935776,1
"... a big , baggy , sprawling carnival of a movie , stretching out before us with little rhyme or reason .",0,0.98931843,0.010681557,0
"flashy , pretentious and as impenetrable as morvern 's thick , working-class scottish accent .",0,0.73982185,0.26017815,0
maudlin and melodramatic we expected .,0,0.99403906,0.0059609185,0
shocking only in that it reveals the filmmaker 's bottomless pit of self-absorption .,0,0.1720736,0.8279264,1
the visuals alone make metropolis worth seeing .,1,0.00061166286,0.99938834,1
"uncertain in tone ... a garbled exercise in sexual politics , a junior varsity short cuts by way of very bad things .",0,0.99777687,0.0022231305,0
a waste of good performances .,0,0.9991168,0.0008831948,0
"one of those movies where you walk out of the theater not feeling cheated exactly , but feeling pandered to , which , in the end , might be all the more infuriating .",0,0.9966013,0.0033987437,0
a bit of an unwieldy mess .,0,0.99904364,0.0009563563,0
"the picture , scored by a perversely cheerful marcus miller accordion\/harmonica\/banjo abomination , is a monument to bad in all its florid variety .",0,0.99321234,0.006787675,0
julia is played with exasperating blandness by laura regan .,0,0.99646187,0.0035381045,0
a romantic comedy that operates by the rules of its own self-contained universe .,1,0.041874945,0.95812505,1
"liman , of swingers and go , makes his big-budget action film debut something of a clunker as he delivers a long , low-heat chase , interrupted by a middling car chase .",0,0.9656723,0.034327663,0
"a triumph of art direction over narrative , but what art direction !",1,0.0020578504,0.99794215,1
propelled not by characters but by caricatures .,0,0.032092452,0.96790755,1
never mind whether you buy the stuff about barris being a cia hit man .,0,0.83302224,0.16697776,0
here 's a self-congratulatory 3d imax rah-rah .,0,0.88025475,0.119745284,0
"every bit as bogus as most disney live action family movies are -- no real plot , no real conflict , no real point .",0,0.99232686,0.007673162,0
"one of the most haunting , viciously honest coming-of-age films in recent memory .",1,0.00079649687,0.9992035,1
"the film has just enough of everything -- re-enactments , archival footage , talking-head interviews -- and the music is simply sublime .",1,0.0005136728,0.9994863,1
i like the new footage and still love the old stuff .,1,0.0006349683,0.99936503,1
i weep for the future when a good portion of the respected critical community in this country consider blue crush to be an intelligent film about young women .,0,0.0068765283,0.9931235,1
"without september 11 ### , collateral damage would have been just another bad movie .",0,0.9986161,0.0013839252,0
gollum 's ` performance ' is incredible !,1,0.00051909685,0.9994809,1
"superior genre storytelling , which gets under our skin simply by crossing the nuclear line .",1,0.0010709167,0.9989291,1
there are films that try the patience of even the most cinema-besotted critic -- and this was one of them .,0,0.30295724,0.69704276,1
an unabashedly schmaltzy and thoroughly enjoyable true story .,1,0.00082319975,0.9991768,1
"if this dud had been made in the '70s , it would have been called the hills have antlers and played for about three weeks in drive-ins .",0,0.99847674,0.0015232646,0
"a deliciously mordant , bitter black comedy .",1,0.0011554956,0.9988445,1
a sophomoric exploration of ` life problems ' most people solved long ago -- or at least got tired of hearing people kvetch about .,0,0.9135216,0.086478405,0
"flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .",1,0.002029717,0.9979703,1
director rob marshall went out gunning to make a great one .,1,0.0038055182,0.9961945,1
"lanie 's professional success means she must be a failure at life , because she 's driven by ambition and does n't know how to have fun .",0,0.9934388,0.006561196,0
"it almost plays like solaris , but with guns and jokes .",1,0.84011346,0.15988654,0
"kwan makes the mix-and - match metaphors intriguing , while lulling us into torpor with his cultivated allergy to action .",0,0.0009685755,0.9990314,1
you could nap for an hour and not miss a thing .,0,0.0012283921,0.9987716,1
the tenderness of the piece is still intact .,1,0.0005491376,0.99945086,1
these people would n't know subtle characterization if it put on a giant furry monster costume and then gave them a lapdance .,0,0.9881745,0.01182548,0
"a graceless , witless attempt at mating some like it hot with the wwii espionage thriller .",0,0.9980262,0.0019738136,0
the impact of the armenian genocide is diluted by too much stage business in the modern day .,0,0.977417,0.022583012,0
"while undercover brother is definitely one for the masses , it 's also full of sharp , smart satire .",1,0.0005387664,0.99946123,1
"visits spy-movie territory like a novel you ca n't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last .",1,0.0007555485,0.99924445,1
"it suggests the wide-ranging effects of media manipulation , from the kind of reporting that is done by the supposedly liberal media ... to the intimate and ultimately tragic heartache of maverick individuals like hatfield and hicks .",1,0.05787736,0.94212264,1
"this warm and gentle romantic comedy has enough interesting characters to fill several movies , and its ample charms should win over the most hard-hearted cynics .",1,0.00063055754,0.99936944,1
"half of it is composed of snappy patter and pseudo-sophisticated cultural observations , while the remainder ... would be more at home on a daytime television serial .",0,0.54925716,0.4507428,0
"though howard demonstrates a great eye as a director , this southern gothic drama is sadly a tough sit , with an undeveloped narrative and enough flashbacks and heavy-handed metaphors to choke a horse -- or at least slow him down to a canter .",0,0.9960481,0.003951922,0
"a tough go , but leigh 's depth and rigor , and his skill at inspiring accomplished portrayals that are all the more impressive for their lack of showiness , offsets to a notable degree the film 's often-mined and despairing milieu .",1,0.0125540495,0.98744595,1
"at first , the sight of a blind man directing a film is hilarious , but as the film goes on , the joke wears thin .",0,0.9767966,0.023203345,0
a charming romantic comedy that is by far the lightest dogme film and among the most enjoyable .,1,0.00068867207,0.9993113,1
"while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at .",1,0.0007209182,0.9992791,1
denis and co-writer michele petin 's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing .,1,0.00054091215,0.9994591,1
"expect to be reminded of other , better films , especially seven , which director william malone slavishly copies .",0,0.98702157,0.01297841,0
"lathan and diggs have considerable personal charm , and their screen rapport makes the old story seem new .",1,0.000639379,0.9993606,1
the reason this picture works better than its predecessors is that myers is no longer simply spoofing the mini-mod-madness of '60s spy movies .,1,0.031574845,0.96842515,1
he has not learnt that storytelling is what the movies are about .,0,0.23894626,0.76105374,1
"an intelligent , earnest , intimate film that drops the ball only when it pauses for blunt exposition to make sure you 're getting its metaphysical point .",1,0.0010262728,0.9989737,1
"majidi 's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times .",1,0.0007480979,0.9992519,1
westfeldt and juergensen exude a chemistry and comfort level that 's both saucy and endearing .,1,0.0007198453,0.99928015,1
quite funny for the type of movie it is ...,1,0.003937781,0.9960622,1
"run , do n't walk , to see this barbed and bracing comedy on the big screen .",1,0.000883162,0.99911684,1
"matthew mcconaughey tries , and fails , to control the screen with swaggering machismo and over-the-top lunacy .",0,0.80805916,0.19194084,0
a predictable and stereotypical little b-movie .,0,0.998431,0.0015689671,0
"i 'm not suggesting that you actually see it , unless you 're the kind of person who has seen every wim wenders film of the '70s .",0,0.2511407,0.7488593,1
"dialogue-heavy and too cerebral for its own good -- or , at any rate , too cerebral for its racy subject matter .",0,0.99723446,0.0027655067,0
"when it 's all wet , blue crush is highly enjoyable .",1,0.0011322498,0.99886775,1
"a somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race .",1,0.0050355196,0.9949645,1
"usually when i get this much syrup , i like pancakes to go with it .",0,0.13390958,0.8660904,1
mr. wedge and mr. saldanha handle the mix of verbal jokes and slapstick well .,1,0.00083482265,0.9991652,1
"longley has constructed a remarkably coherent , horrifically vivid snapshot of those turbulent days .",1,0.0006259084,0.9993741,1
"a slick , well-oiled machine , exquisitely polished and upholstered .",1,0.00066810846,0.9993319,1
the result is mesmerizing -- filled with menace and squalor .,1,0.0023294091,0.9976706,1
"do n't plan on the perfect ending , but sweet home alabama hits the mark with critics who escaped from a small town life .",1,0.0020172596,0.99798274,1
"a stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in australia 's film history .",1,0.0005366206,0.9994634,1
too timid to bring a sense of closure to an ugly chapter of the twentieth century .,0,0.9959472,0.0040528327,0
plays less like a coming-of-age romance than an infomercial .,0,0.99237996,0.0076200347,0
"all that -lrb- powerpuff girls -rrb- charm is present in the movie , but it 's spread too thin .",0,0.99576956,0.0042304364,0
jirí hubac 's script is a gem .,1,0.00049483776,0.99950516,1
"as -lrb- the characters -rrb- get more depressed , the story gets more tiresome , especially as it continues to mount a conspicuous effort to be profound .",0,0.9976668,0.0023332082,0
"even when foreign directors ... borrow stuff from hollywood , they invariably shake up the formula and make it more interesting .",1,0.2778256,0.7221744,1
feels like six different movies fighting each other for attention .,0,0.9964581,0.0035418756,0
this bold and lyrical first feature from raja amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment .,1,0.0009820461,0.99901795,1
"often gruelling and heartbreaking to witness , but seldahl and wollter 's sterling performances raise this far above the level of the usual maudlin disease movie .",1,0.0009737015,0.9990263,1
"a mix of velocity and idiocy , this ruinous remake lacks the brawn -- and the brains -- of the 1970s original .",0,0.9987633,0.0012366864,0
"cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent 's days",1,0.0008100867,0.9991899,1
friday after next has the same problem that next friday did -- it 's called where 's chris tucker when you need him ?,0,0.99539113,0.0046088896,0
extremely confusing .,0,0.9939729,0.0060270894,0
"well-intentioned though it may be , its soap-opera morality tales have the antiseptic , preprogrammed feel of an after-school special .",0,0.9355068,0.06449315,0
but fans should have fun meeting a brand-new pokemon called celebi .,1,0.0064952374,0.99350476,1
son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,0,0.0012782216,0.9987218,1
it 's laughing at us .,0,0.040160894,0.9598391,1
"like most sequels , it takes what worked last time , repeats it and adds more characters , more stunts , more stuff in attempt to camouflage its sameness .",0,0.9617227,0.03827732,0
this film 's relationship to actual tension is the same as what christmas-tree flocking in a spray can is to actual snow : a poor -- if durable -- imitation .,0,0.9984646,0.0015354091,0
"helmer devito ... attempts to do too many things in this story about ethics , payola , vice , murder , kids ' tv and revenge .",0,0.9975433,0.0024567037,0
"the humor is hinged on the belief that knees in the crotch , elbows in the face and spit in the eye are inherently funny .",0,0.2438901,0.7561099,1
"4 friends , 2 couples , 2000 ### miles , and all the pabst blue ribbon beer they can drink - it 's the ultimate redneck road-trip .",1,0.001809299,0.9981907,1
"still , i 'm not quite sure what the point is ...",0,0.99436086,0.0056391433,0
has it ever been possible to say that williams has truly inhabited a character ?,0,0.70511687,0.29488316,0
"after that , it just gets stupid and maudlin .",0,0.99883634,0.0011636652,0
"unfortunately , heartbreak hospital wants to convey the same kind of haughtiness in its own sketchy material but this territory has already been explored previously with better aplomb and sardonic wit .",0,0.790546,0.209454,0
"by the end of no such thing the audience , like beatrice , has a watchful affection for the monster .",1,0.0029790998,0.9970209,1
"a baffling misfire , and possibly the weakest movie -lrb- woody allen -rrb- has made in the last twenty years .",0,0.99773,0.0022699775,0
the production values are up there .,1,0.007842541,0.99215746,1
rates an ` e ' for effort -- and a ` b ' for boring .,0,0.9660725,0.03392752,0
"the pianist is a fine valedictory work for polanski , made richer by his own experiences , making his other movies somehow richer in the bargain .",1,0.0014417768,0.9985582,1
"being author wells ' great-grandson , you 'd think filmmaker simon wells would have more reverence for the material .",0,0.74970305,0.25029695,0
a modest and messy metaphysical thriller offering more questions than answers .,0,0.30780917,0.6921908,1
"it 's the best film of the year so far , the benchmark against which all other best picture contenders should be measured .",1,0.0007702112,0.9992298,1
"smith 's approach is never to tease , except gently and in that way that makes us consider our own eccentricities and how they are expressed through our homes .",1,0.0010908842,0.9989091,1
"a shambles of a movie -- visually unattractive , unbearably loud and utterly silly ... its hilarity is completely unintentional .",0,0.9973302,0.0026698376,0
"its direction , its script , and weaver 's performance as a vaguely discontented woman of substance make for a mildly entertaining 77 minutes , if that 's what you 're in the mood for .",1,0.0025100708,0.9974899,1
it is so refreshing to see robin williams turn 180 ### degrees from the string of insultingly innocuous and sappy fiascoes he 's been making for the last several years .,1,0.5672076,0.43279243,0
`` collateral damage '' goes by the numbers and reps decent action entertainment -- until the silly showdown ending that forces the viewer to totally suspend disbelief,0,0.11789441,0.8821056,1
"still , this thing feels flimsy and ephemeral .",0,0.99852735,0.0014726409,0
a blessed gift to film geeks and historians .,1,0.0006529689,0.99934703,1
what jackson has accomplished here is amazing on a technical level .,1,0.0006798506,0.99932015,1
it should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit .,1,0.002128601,0.9978714,1
there 's no denying the physically spectacular qualities of the film ... or the emotional integrity of the performances .,1,0.0009390712,0.9990609,1
"whether you 're moved and love it , or bored or frustrated by the film , you 'll still feel something .",1,0.0031403303,0.99685967,1
a psychologically rich and suspenseful moral thriller with a stellar performance by al pacino .,1,0.00057566166,0.99942434,1
"an absorbing , slice-of-depression life that touches nerves and rings true .",1,0.0005774498,0.99942255,1
moderately involving despite bargain-basement photography and hackneyed romance .,0,0.0025973916,0.9974026,1
"this is a film well worth seeing , talking and singing heads and all .",1,0.0003928542,0.99960715,1
what was subtle and mystifying in the novella is now broad and farcical .,0,0.9980478,0.0019521874,0
the plot is so predictable and sentimental that viewers are likely to lose interest before sandrine and her goats walk off into the sunset .,0,0.9962862,0.0037137785,0
"roger michell , who did an appealing job directing persuasion and notting hill in england , gets too artsy in his american debut .",1,0.9925342,0.0074657584,0
"maybe it 's asking too much , but if a movie is truly going to inspire me , i want a little more than this .",0,0.76478684,0.23521315,0
... there are enough moments of heartbreaking honesty to keep one glued to the screen .,1,0.0006837845,0.9993162,1
i loved it !,1,0.00063973665,0.99936026,1
brilliant ! ',1,0.0005735159,0.9994265,1
some studio pizazz might have helped .,0,0.9257314,0.07426857,0
it will come as no surprise that the movie is n't scary .,0,0.9935553,0.0064447,0
all the well-meaningness in the world ca n't erase the fact that the believer feels like a 12-step program for the jewish nazi .,0,0.08127707,0.9187229,1
"a grim , flat and boring werewolf movie that refuses to develop an energy level .",0,0.9976354,0.0023645703,0
"a hideous , confusing spectacle , one that may well put the nail in the coffin of any future rice adaptations .",0,0.987346,0.0126540195,0
"as tweedy talks about canning his stockbroker and repairing his pool , you yearn for a few airborne tv sets or nude groupies on the nod to liven things up .",0,0.23264277,0.76735723,1
"cedar takes a very open-minded approach to this sensitive material , showing impressive control , both visually and in the writing .",1,0.00055617094,0.9994438,1
you can practically smell the patchouli oil .,0,0.032877564,0.96712244,1
"cute , funny , heartwarming digitally animated feature film with plenty of slapstick humor for the kids , lots of in-jokes for the adults and heart enough for everyone .",1,0.0007455945,0.9992544,1
"what full frontal lacks in thematic coherence it largely makes up for as loosey-goosey , experimental entertainment .",1,0.0014326572,0.99856734,1
mark me down as a non-believer in werewolf films that are not serious and rely on stupidity as a substitute for humor .,0,0.94804627,0.051953726,0
maguire is a surprisingly effective peter\/spider-man .,1,0.0006223321,0.99937767,1
"windtalkers is shapelessly gratifying , the kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where you live .",1,0.00087994337,0.99912006,1
"for its seriousness , high literary aspirations and stunning acting , the film can only be applauded .",1,0.02468437,0.97531563,1
"so clichéd that , at one point , they literally upset an apple cart .",0,0.99437356,0.0056264303,0
a byzantine melodrama that stimulates the higher brain functions as well as the libido .,1,0.0014258623,0.99857414,1
"cho 's fearless in picking apart human foibles , not afraid to lay her life bare in front of an audience .",1,0.00062423944,0.99937576,1
about nowhere kids who appropriated turfs as they found them and become self-made celebrity athletes -- a low-down version of the american dream .,1,0.9930366,0.006963344,0
"... an unimaginative , nasty , glibly cynical piece of work .",0,0.99827015,0.0017298416,0
... in this incarnation its fizz is infectious .,1,0.0007644892,0.9992355,1
it 's just incredibly dull .,0,0.99903166,0.00096831855,0
genuinely touching because it 's realistic about all kinds of love .,1,0.0020369291,0.9979631,1
"nicolas philibert observes life inside a one-room schoolhouse in northern france in his documentary to be and to have , easily one of the best films of the year .",1,0.0012120605,0.99878794,1
"it 's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole lot more .",1,0.0007507205,0.9992493,1
"a charming , quirky and leisurely paced scottish comedy -- except with an outrageous central gimmick that could have been a reject from monty python 's meaning of life .",1,0.0014507174,0.9985493,1
"a graceful , contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined .",1,0.00065773726,0.99934226,1
"what will , most likely , turn out to be the most repellent movie of 2002 .",0,0.9759685,0.024031498,0
a little too pat for its own good .,0,0.999191,0.00080899236,0
"the story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly - stunning insight that crime does n't pay .",0,0.07499659,0.9250034,1
even legends like alfred hitchcock and john huston occasionally directed trifles ... so it 's no surprise to see a world-class filmmaker like zhang yimou behind the camera for a yarn that 's ultimately rather inconsequential .,0,0.3660788,0.6339212,1
"if nothing else , this movie introduces a promising , unusual kind of psychological horror .",1,0.00062435865,0.99937564,1
a sermonizing and lifeless paean to teenage dullards .,0,0.9930275,0.006972483,0
"for all its highfalutin title and corkscrew narrative , the movie turns out to be not much more than a shaggy human tale .",0,0.99861854,0.0013814763,0
"had anyone here done anything remotely intelligent , we all could have stopped watching long ago .",0,0.9716895,0.02831048,0
"a teasing drama whose relentless good-deed\/bad-deed reversals are just interesting enough to make a sinner like me pray for an even more interesting , less symmetrical , less obviously cross-shaped creation .",1,0.02176112,0.9782389,1
"there is not a character in the movie with a shred of plausibility , not an event that is believable , not a confrontation that is not staged , not a moment that is not false .",0,0.68100095,0.31899902,0
"bad company leaves a bad taste , not only because of its bad-luck timing , but also the staleness of its script .",0,0.99907154,0.0009284835,0
mckay deflates his piece of puffery with a sour cliche and heavy doses of mean-spiritedness,0,0.99685144,0.0031485762,0
ethan hawke has always fancied himself the bastard child of the beatnik generation and it 's all over his chelsea walls .,0,0.8718323,0.12816767,0
"the film might have been more satisfying if it had , in fact , been fleshed out a little more instead of going for easy smiles .",0,0.9926609,0.00733914,0
an unbelievably fun film just a leading man away from perfection .,1,0.0010938644,0.99890614,1
extremely dumb .,0,0.99839586,0.0016041282,0
